Leading Gene names	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	Imputed (0=no/1=yes)	LFQ intensity RNAi_2	Imputed (0=no/1=yes)	LFQ intensity RNAi_3	Imputed (0=no/1=yes)	LFQ intensity Control_1	Imputed (0=no/1=yes)	LFQ intensity Control_2	Imputed (0=no/1=yes)	LFQ intensity Control_3	Imputed (0=no/1=yes)	GlyGly (K) site positions
SMPD4	SMPD4	Sphingomyelin phosphodiesterase 4	7	7	Q9NXE4-2;Q9NXE4;Q9NXE4-4;Q9NXE4-10;Q9NXE4-8;Q9NXE4-3;Q9NXE4-6;Q9NXE4-9;Q9NXE4-7;Q9NXE4-5	Q9NXE4-2;Q9NXE4;Q9NXE4-4;Q9NXE4-10;Q9NXE4-8;Q9NXE4-3;Q9NXE4-6;Q9NXE4-9;Q9NXE4-7	7;6;6;5;5;5;5;4;4;2	7;6;6;5;5;5;5;4;4;2	7;6;6;5;5;5;5;4;4;2	90.126	10.7	0.89	5.4E-01	26.4199	0	26.9064	0	26.7036	0	27.2618	0	26.6751	0	26.6046	0	
COPS8	COPS8	COP9 signalosome complex subunit 8	2	2	Q99627-2;Q99627	Q99627-2;Q99627	2;2	2;2	2;2	17.909	18.1	0.89	3.8E-01	26.2043	0	26.0212	0	26.2041	0	26.202	0	26.631	0	26.1087	0	
ZNF724P	ZNF724P	Putative zinc finger protein 724	5	4	A8MTY0;Q96N38-3;Q96N38-2;Q96N38;Q03923-2;Q03923	A8MTY0	5;1;1;1;1;1	5;1;1;1;1;1	4;1;1;1;1;1	71.172	8.7	1.19	8.1E-01	26.2458	0	23.7455	1	25.0736	1	26.0559	0	24.2813	1	23.9831	1	
BUB1	BUB1	Mitotic checkpoint serine/threonine-protein kinase BUB1	8	8	O43683-2;O43683-3;O43683	O43683-2;O43683-3;O43683	8;8;8	8;8;8	8;8;8	115.84	8.7	0.81	4.5E-01	26.7779	0	26.1566	0	27.2265	0	26.7612	0	26.9244	0	27.3758	0	
NEU3	NEU3	Sialidase-3	5	5	Q9UQ49;Q9UQ49-2	Q9UQ49;Q9UQ49-2	5;5	5;5	5;5	48.251	16.6	0.91	6.9E-01	26.0489	0	26.7009	0	25.8425	0	26.3556	0	26.6298	0	26.0113	0	
RASA2	RASA2	Ras GTPase-activating protein 2	7	7	Q15283-2;Q15283	Q15283-2;Q15283	7;7	7;7	7;7	96.526	8.8	0.65	3.3E-01	26.6406	0	25.2892	0	27.082	0	27.0858	0	26.7053	0	27.0668	0	
LTF	LTF	Lactotransferrin;Lactoferricin-H;Kaliocin-1;Lactoferroxin-A;Lactoferroxin-B;Lactoferroxin-C	8	8	P02788-2;P02788;CON__Q29443;CON__Q0IIK2	P02788-2;P02788	8;8;1;1	8;8;1;1	8;8;1;1	73.16	13.8	1.20	3.1E-01	26.8401	0	27.2976	0	26.5732	0	26.7829	0	26.6334	0	26.5187	0	
SCAF4	SCAF4	Splicing factor, arginine/serine-rich 15	4	2	O95104;O95104-2;O95104-3	O95104;O95104-2;O95104-3	4;3;3	4;3;3	2;1;1	125.87	3.7	0.84	1.5E-01	26.9454	0	26.983	0	26.6016	0	27.0449	0	27.2172	0	27.0097	0	
ZMPSTE24	ZMPSTE24	CAAX prenyl protease 1 homolog	6	6	O75844	O75844	6	6	6	54.812	15.2	0.71	4.4E-01	26.2871	0	24.7736	1	26.6562	0	26.362	0	26.3721	0	26.4611	0	
LARP7	LARP7	La-related protein 7	6	6	Q4G0J3;Q4G0J3-3;Q4G0J3-2	Q4G0J3;Q4G0J3-3;Q4G0J3-2	6;6;3	6;6;3	6;6;3	66.898	12.7	1.08	8.4E-01	26.8214	0	26.5319	0	26.6047	0	25.5984	0	26.894	0	27.152	0	
SMARCB1	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	2	2	Q12824-2;Q12824	Q12824-2;Q12824	2;1	2;1	2;1	43.158	9	1.10	9.1E-01	26.6536	0	26.6357	0	24.1984	1	26.6267	0	26.4465	0	23.996	1	
SPEN	SPEN	Msx2-interacting protein	11	11	Q96T58	Q96T58	11	11	11	402.24	3.8	1.14	2.7E-01	27.2879	0	27.2745	0	26.9941	0	26.9371	0	27.2186	0	26.8163	0	
MELK	MELK	Maternal embryonic leucine zipper kinase	5	4	Q14680-7;Q14680-6;Q14680;Q14680-5;Q14680-2;Q14680-8;Q14680-3;Q14680-4	Q14680-7;Q14680-6;Q14680;Q14680-5;Q14680-2;Q14680-8;Q14680-3;Q14680-4	5;5;5;4;4;4;3;3	4;4;4;4;3;3;3;3	4;4;4;4;3;3;3;3	70.15	7.4	0.86	7.7E-01	27.1572	0	25.0719	1	27.0943	0	26.3417	0	26.811	0	26.8162	0	
GRB2	GRB2	Growth factor receptor-bound protein 2	5	5	P62993;P62993-2	P62993	5;2	5;2	5;2	25.206	25.3	0.26	1.5E-01	24.1689	1	22.2718	1	22.8812	1	26.8201	0	24.651	1	23.6585	1	109
BUB1B	BUB1B	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	4	4	O60566-2;O60566;O60566-3	O60566-2;O60566;O60566-3	4;4;4	4;4;4	4;4;4	105.89	4.5	0.99	9.7E-01	26.5792	0	27.1169	0	26.5307	0	26.663	0	26.8225	0	26.7665	0	
SNRPA	SNRPA	U1 small nuclear ribonucleoprotein A	5	3	P09012	P09012	5	3	3	31.279	15.6	1.14	8.7E-01	26.5131	0	23.4153	1	23.4481	1	24.6158	1	23.9915	1	24.2046	1	
NAA50	NAA50	N-alpha-acetyltransferase 50	4	4	Q9GZZ1;Q9GZZ1-2	Q9GZZ1;Q9GZZ1-2	4;3	4;3	4;3	19.398	20.1	0.83	7.1E-01	26.4059	0	24.7427	1	26.8355	0	26.0326	0	26.3575	0	26.3791	0	
SMN1	SMN1	Survival motor neuron protein	3	3	Q16637-4;Q16637-2;Q16637-3;Q16637	Q16637-4;Q16637-2;Q16637-3;Q16637	3;3;3;3	3;3;3;3	3;3;3;3	27.135	11.6	0.44	1.6E-01	23.8464	1	24.5192	1	24.3132	1	24.4087	1	25.1655	1	26.6995	0	
ACBD6	ACBD6	Acyl-CoA-binding domain-containing protein 6	4	4	Q9BR61	Q9BR61	4	4	4	31.15	14.2	1.08	4.5E-01	26.2917	0	26.1444	0	26.3573	0	25.9727	0	26.3494	0	26.1579	0	
GOT1	GOT1	Aspartate aminotransferase, cytoplasmic	4	4	P17174-2;P17174	P17174-2;P17174	4;4	4;4	4;4	44.147	11.2	1.48	5.3E-01	26.2301	0	26.4957	0	25.8417	0	24.0443	1	26.4474	0	26.3858	0	
ZFR	ZFR	Zinc finger RNA-binding protein	6	6	Q96KR1	Q96KR1	6	6	6	117.01	7.4	0.92	6.9E-01	26.838	0	27.0777	0	26.5565	0	26.4805	0	27.2216	0	27.1263	0	
LYZ	LYZ	Lysozyme C	2	2	P61626	P61626	2	2	2	16.537	12.8	0.23	2.6E-01	24.0859	1	23.2425	0	24.4067	0	24.6488	1	24.2185	1	29.1466	0	
CAMK1	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	5	3	Q14012	Q14012	5	5	3	41.337	14.9	1.13	3.6E-01	26.4218	0	26.3728	0	26.0837	0	26.0664	0	26.3679	0	25.9058	0	
SRSF7	SRSF7	Serine/arginine-rich splicing factor 7	2	1	Q16629-3;Q16629-2;Q16629-4;Q16629	Q16629-3;Q16629-2;Q16629-4;Q16629	2;2;2;2	2;2;2;2	1;1;1;1	15.257	17.4	0.94	6.4E-01	26.534	0	26.3104	0	26.712	0	26.7648	0	26.6598	0	26.377	0	
RALGPS2	RALGPS2	Ras-specific guanine nucleotide-releasing factor RalGPS2	7	7	Q86X27-3;Q86X27;Q86X27-2;Q5JS13-4;Q5JS13-3;Q5JS13-2;Q5JS13-7;Q5JS13	Q86X27-3;Q86X27;Q86X27-2	7;7;5;1;1;1;1;1	7;7;5;1;1;1;1;1	7;7;5;1;1;1;1;1	62.157	13.6	0.45	4.0E-01	23.1293	1	26.932	0	26.5549	0	26.6694	0	26.7737	0	26.616	0	
HIF1AN	HIF1AN	Hypoxia-inducible factor 1-alpha inhibitor	5	5	Q9NWT6	Q9NWT6	5	5	5	40.285	18.9	1.25	2.7E-01	26.366	0	26.9703	0	26.2628	0	26.4554	0	26.0737	0	26.1077	0	
EXOC1	EXOC1	Exocyst complex component 1	4	4	Q9NV70-2;Q9NV70	Q9NV70-2;Q9NV70	4;4	4;4	4;4	100.28	5.2	0.88	4.9E-01	26.0055	0	26.6244	0	26.6895	0	26.5905	0	26.7889	0	26.4752	0	
CHD8	CHD8	Chromodomain-helicase-DNA-binding protein 8	11	9	Q9HCK8-2;Q9HCK8;Q3L8U1-2;Q3L8U1-3;Q3L8U1	Q9HCK8-2;Q9HCK8	11;11;1;1;1	11;11;1;1;1	9;9;0;0;0	262.34	5.2	1.09	7.4E-01	27.5538	0	27.2957	0	26.4705	0	27.0062	0	27.2708	0	26.6506	0	
HMGN5	HMGN5	High mobility group nucleosome-binding domain-containing protein 5	6	6	P82970	P82970	6	6	6	31.524	29.1	1.14	7.8E-01	27.0363	0	25.0692	0	26.8057	0	26.1024	0	26.1025	0	26.138	0	131
PFDN2	PFDN2	Prefoldin subunit 2	2	2	Q9UHV9	Q9UHV9	2	2	2	16.648	16.9	0.65	5.9E-01	24.7433	1	23.6852	1	26.5894	0	24.3862	1	26.0839	0	26.4156	0	
PROSC	PROSC	Proline synthase co-transcribed bacterial homolog protein	6	6	O94903	O94903	6	6	6	30.344	25.1	1.25	6.9E-01	26.6174	0	25.3941	1	25.8605	0	26.3552	0	26.2765	0	24.2602	1	
DDX27	DDX27	Probable ATP-dependent RNA helicase DDX27	7	7	Q96GQ7	Q96GQ7	7	7	7	89.834	8.8	1.22	7.7E-02	26.8542	0	27.1656	0	26.796	0	26.6753	0	26.5799	0	26.7032	0	
KDM5A	KDM5A	Lysine-specific demethylase 5A	9	8	P29375-2;P29375	P29375-2;P29375	9;9	8;8	8;8	186.29	7.1	1.20	4.6E-01	27.6303	0	27.3177	0	26.6136	0	27.031	0	26.7323	0	27.022	0	
CSTF2	CSTF2	Cleavage stimulation factor subunit 2	8	3	P33240-2;P33240	P33240-2;P33240	8;8	3;3	3;3	59.251	19.5	0.85	1.3E-01	26.6157	0	26.2995	0	26.637	0	26.7419	0	26.8624	0	26.6503	0	
EFTUD1	EFTUD1	Elongation factor Tu GTP-binding domain-containing protein 1	6	6	Q7Z2Z2-2;Q7Z2Z2	Q7Z2Z2-2;Q7Z2Z2	6;6	6;6	6;6	119.89	6.4	1.04	7.8E-01	26.813	0	27.1601	0	26.9922	0	26.9822	0	27.1554	0	26.6705	0	
RRAS2	RRAS2	Ras-related protein R-Ras2	3	2	P62070-3;P62070;P62070-4;P62070-2	P62070-3;P62070;P62070-4;P62070-2	3;3;3;2	3;3;3;2	2;2;2;2	19.84	23.7	0.61	6.7E-01	26.9745	0	24.7164	1	23.0987	1	26.7477	0	23.4409	1	26.7547	0	
PICK1	PICK1	PRKCA-binding protein	4	4	Q9NRD5-2;Q9NRD5	Q9NRD5-2;Q9NRD5	4;4	4;4	4;4	39.807	14	1.00	9.7E-01	26.4485	0	26.8065	0	26.5433	0	26.5121	0	26.6155	0	26.6862	0	
MAGOH	MAGOH;MAGOHB	Protein mago nashi homolog;Protein mago nashi homolog 2	2	2	P61326-2;P61326;Q96A72	P61326-2;P61326;Q96A72	2;2;2	2;2;2	2;2;2	12.844	19.3	1.20	2.5E-01	26.8465	0	26.3103	0	26.5626	0	26.2038	0	26.5481	0	26.1755	0	
PEPD	PEPD	Xaa-Pro dipeptidase	5	5	P12955-2;P12955;P12955-3	P12955-2;P12955;P12955-3	5;5;3	5;5;3	5;5;3	49.69	16.2	1.20	1.0E-01	26.5441	0	26.2028	0	26.2394	0	26.1591	0	26.0923	0	25.9515	0	
FBXO42	FBXO42	F-box only protein 42	4	4	Q6P3S6	Q6P3S6	4	4	4	77.838	6.1	1.14	4.2E-01	26.899	0	26.7793	0	26.3717	0	26.5084	0	26.7165	0	26.2662	0	
ORC3	ORC3	Origin recognition complex subunit 3	6	6	Q9UBD5-3;Q9UBD5;Q9UBD5-2	Q9UBD5-3;Q9UBD5;Q9UBD5-2	6;6;6	6;6;6	6;6;6	65.928	12.1	0.95	5.3E-01	26.6757	0	26.4876	0	26.7046	0	26.6992	0	26.5456	0	26.8534	0	
DHX32	DHX32	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	7	7	Q7L7V1-2;Q7L7V1	Q7L7V1-2;Q7L7V1	7;7	7;7	7;7	75.087	11.5	1.16	4.2E-01	26.9328	0	26.365	0	27.0265	0	26.5946	0	26.3483	0	26.7486	0	
EMC3	EMC3	ER membrane protein complex subunit 3	4	4	Q9P0I2-2;Q9P0I2	Q9P0I2-2;Q9P0I2	4;4	4;4	4;4	24.915	26.5	0.83	4.8E-01	26.548	0	25.7528	0	26.0673	0	25.8862	0	26.698	0	26.5978	0	
NXN	NXN	Nucleoredoxin	4	4	Q6DKJ4;Q6DKJ4-2;Q6DKJ4-3	Q6DKJ4	4;1;1	4;1;1	4;1;1	48.392	11.5	1.07	6.9E-01	26.1784	0	26.5512	0	25.8177	0	26.0391	0	26.2705	0	25.9383	0	
PEX26	PEX26	Peroxisome assembly protein 26	2	2	Q7Z412;Q7Z412-2	Q7Z412;Q7Z412-2	2;1	2;1	2;1	33.898	10.8	0.38	3.8E-01	25.8753	0	24.518	1	22.6445	1	26.066	0	23.7317	1	27.4221	0	
GATAD2A	GATAD2A	Transcriptional repressor p66-alpha	6	5	Q86YP4-2;Q86YP4;Q86YP4-3	Q86YP4-2;Q86YP4;Q86YP4-3	6;6;6	5;5;5	5;5;5	65.225	10.4	1.00	9.9E-01	26.7486	0	26.7125	0	26.4156	0	26.7388	0	26.8633	0	26.2679	0	
NOSIP	NOSIP	Nitric oxide synthase-interacting protein	5	5	Q9Y314	Q9Y314	5	5	5	33.172	21.6	1.19	3.6E-01	26.4335	0	26.4819	0	25.9615	0	25.8481	0	26.3781	0	25.9132	0	
RALGAPA1	RALGAPA1	Ral GTPase-activating protein subunit alpha-1	11	11	Q6GYQ0;Q6GYQ0-7;Q6GYQ0-5;Q6GYQ0-6;Q6GYQ0-2;Q6GYQ0-4;Q6GYQ0-3;Q2PPJ7-3;Q2PPJ7-2;Q2PPJ7	Q6GYQ0;Q6GYQ0-7;Q6GYQ0-5;Q6GYQ0-6;Q6GYQ0-2;Q6GYQ0-4;Q6GYQ0-3	11;11;11;11;11;10;6;1;1;1	11;11;11;11;11;10;6;1;1;1	11;11;11;11;11;10;6;1;1;1	229.83	6.1	1.07	5.7E-01	27.3894	0	26.8779	0	27.0739	0	27.0196	0	27.0923	0	26.9438	0	
PSME2	PSME2	Proteasome activator complex subunit 2	4	4	Q9UL46	Q9UL46	4	4	4	27.401	21.3	0.74	6.8E-01	26.1459	0	24.2323	1	25.8836	0	24.33	1	26.6356	0	26.5831	0	
RIPK1	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	4	4	Q13546;Q13546-2	Q13546;Q13546-2	4;3	4;3	4;3	75.93	7.5	1.26	1.0E-01	26.7984	0	26.9778	0	26.573	0	26.2782	0	26.4524	0	26.6292	0	
GUCY1B3	GUCY1B3	Guanylate cyclase soluble subunit beta-1	6	6	Q02153-2;Q02153-3;Q02153	Q02153-2;Q02153-3;Q02153	6;6;6	6;6;6	6;6;6	66.737	10.4	0.96	6.2E-01	26.7106	0	26.696	0	26.3836	0	26.742	0	26.6321	0	26.6014	0	
EIF2AK1	EIF2AK1	Eukaryotic translation initiation factor 2-alpha kinase 1	4	4	Q9BQI3-2;Q9BQI3	Q9BQI3-2;Q9BQI3	4;4	4;4	4;4	71.035	6.8	0.28	2.4E-01	26.1096	0	22.4378	1	26.6449	0	26.396	0	27.3322	0	26.9813	0	
DHX40	DHX40	Probable ATP-dependent RNA helicase DHX40	5	5	Q8IX18-4;Q8IX18-3;Q8IX18-2;Q8IX18	Q8IX18-4;Q8IX18-3;Q8IX18-2;Q8IX18	5;5;5;5	5;5;5;5	5;5;5;5	80.22	9.4	1.02	8.6E-01	26.7546	0	26.3641	0	26.8018	0	26.578	0	26.6922	0	26.5683	0	
RAB5A	RAB5A	Ras-related protein Rab-5A	6	2	P20339-2;P20339	P20339-2;P20339	6;6	2;2	2;2	22.178	35.3	0.47	5.3E-01	26.7477	0	23.8017	1	23.4998	1	26.8753	0	27.1103	0	23.3669	1	102
ANGEL1	ANGEL1	Protein angel homolog 1	5	5	Q9UNK9	Q9UNK9	5	5	5	75.275	10.3	1.10	3.5E-01	26.7295	0	26.9458	0	26.4905	0	26.5886	0	26.5797	0	26.5796	0	
SYP	SYP	Synaptophysin	3	3	P08247;P08247-2	P08247;P08247-2	3;2	3;2	3;2	33.845	10.2	1.15	4.6E-01	26.2252	0	25.8875	0	26.6157	0	26.2693	0	26.0196	0	25.8504	0	
UBLCP1	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1	6	6	Q8WVY7	Q8WVY7	6	6	6	36.804	16.7	1.94	3.0E-01	26.5455	0	26.3041	0	26.2968	0	25.9829	0	26.4605	0	23.8404	1	
CMTR1	CMTR1	Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1	7	7	Q8N1G2	Q8N1G2	7	7	7	95.32	9.2	0.82	1.1E-01	26.5281	0	26.255	0	26.6186	0	26.9131	0	26.6299	0	26.7024	0	
ZC3HC1	ZC3HC1	Nuclear-interacting partner of ALK	4	4	Q86WB0-3;Q86WB0;Q86WB0-2	Q86WB0-3;Q86WB0;Q86WB0-2	4;4;3	4;4;3	4;4;3	47.771	12.3	0.60	4.4E-01	26.8231	0	26.6476	0	24.2598	1	26.3277	0	26.9777	0	26.6092	0	
CBWD2	CBWD2;CBWD1;CBWD5;CBWD3;CBWD6	COBW domain-containing protein 2;COBW domain-containing protein 1;COBW domain-containing protein 5;COBW domain-containing protein 3;COBW domain-containing protein 6	4	4	Q8IUF1;Q9BRT8-3;Q9BRT8;Q5RIA9-3;Q9BRT8-2;Q5JTY5-2;Q5RIA9;Q5JTY5;Q4V339;Q5RIA9-2;Q9BRT8-4	Q8IUF1;Q9BRT8-3;Q9BRT8;Q5RIA9-3;Q9BRT8-2;Q5JTY5-2;Q5RIA9;Q5JTY5;Q4V339	4;3;3;2;2;2;2;2;2;1;1	4;3;3;2;2;2;2;2;2;1;1	4;3;3;2;2;2;2;2;2;1;1	44.034	13.7	0.78	6.1E-01	24.5438	1	26.573	0	26.4131	0	26.3758	0	26.0572	0	26.183	0	
WNK1	WNK1	Serine/threonine-protein kinase WNK1	6	5	Q9H4A3-2;Q9H4A3;Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;Q9H4A3-4;Q96J92-2;Q96J92-3;Q96J92	Q9H4A3-2;Q9H4A3;Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;Q9H4A3-4	6;6;6;6;6;5;1;1;1	6;6;6;6;6;5;1;1;1	5;5;5;5;5;5;0;0;0	225.56	3.6	1.28	6.0E-02	27.1512	0	27.3901	0	27.097	0	26.6576	0	27.0136	0	26.8933	0	
ADCY6	ADCY6	Adenylate cyclase type 6	8	8	O43306-2;O43306;O95622-2;O95622	O43306-2;O43306	8;8;3;3	8;8;3;3	8;8;3;3	124.86	7.8	1.06	5.7E-01	26.8062	0	26.9268	0	26.6863	0	26.467	0	26.7852	0	26.897	0	
DDX56	DDX56	Probable ATP-dependent RNA helicase DDX56	5	5	Q9NY93-2;Q9NY93	Q9NY93-2;Q9NY93	5;5	5;5	5;5	57.274	10.5	1.05	8.3E-01	26.391	0	26.9674	0	26.2146	0	26.0677	0	26.707	0	26.5881	0	
ARMCX5	ARMCX5	Armadillo repeat-containing X-linked protein 5	3	3	Q6P1M9	Q6P1M9	3	3	3	62.345	6.5	1.09	3.4E-01	26.7814	0	26.5238	0	26.6705	0	26.3917	0	26.6583	0	26.5705	0	
CFAP20	CFAP20	Cilia- and flagella-associated protein 20	3	3	Q9Y6A4	Q9Y6A4	3	3	3	22.774	16.6	0.48	3.7E-01	26.1754	0	23.2274	1	26.5311	0	26.2225	0	26.3228	0	26.5894	0	
PDCD5	PDCD5	Programmed cell death protein 5	5	5	O14737;O14737-2	O14737;O14737-2	5;4	5;4	5;4	14.285	44.8	0.92	8.0E-01	26.2367	0	26.397	0	25.323	0	26.0435	0	26.5789	0	25.674	0	
SNRNP40	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein	4	4	Q96DI7;Q96DI7-2	Q96DI7;Q96DI7-2	4;4	4;4	4;4	39.31	12	1.25	3.4E-01	26.2969	0	26.4598	0	25.986	0	25.9811	0	26.3509	0	25.4391	0	
C17orf75	C17orf75	Protein Njmu-R1	4	4	Q9HAS0	Q9HAS0	4	4	4	44.621	12.4	1.06	6.4E-01	26.0556	0	26.2397	0	26.4011	0	25.9094	0	26.1731	0	26.3643	0	
PIP4K2A	PIP4K2A	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	7	3	P48426;P48426-2;P78356-2	P48426;P48426-2	7;6;1	7;6;1	3;2;0	46.224	20	1.78	3.2E-01	26.1867	0	26.6503	0	26.1833	0	24.0883	1	26.1524	0	26.28	0	395
CUX1	CUX1	Homeobox protein cut-like 1;Protein CASP	8	8	P39880-5;P39880-2;P39880;P39880-3;P39880-6;P39880-4;P39880-9;Q13948-10;Q13948;Q13948-2;Q13948-9;O14529	P39880-5;P39880-2;P39880;P39880-3;P39880-6;P39880-4;P39880-9;Q13948-10;Q13948;Q13948-2	8;8;8;8;7;7;5;5;5;4;3;1	8;8;8;8;7;7;5;5;5;4;3;1	8;8;8;8;7;7;5;5;5;4;3;1	157.89	6.4	1.14	1.9E-01	27.0424	0	26.9183	0	26.6846	0	26.7871	0	26.6988	0	26.602	0	
ATP2C1	ATP2C1	Calcium-transporting ATPase type 2C member 1	5	5	P98194-2;P98194-4;P98194;P98194-3;P98194-5;P98194-8;P98194-9;P98194-6;P98194-7	P98194-2;P98194-4;P98194;P98194-3;P98194-5;P98194-8;P98194-9;P98194-6;P98194-7	5;5;5;5;5;5;5;5;5	5;5;5;5;5;5;5;5;5	5;5;5;5;5;5;5;5;5	96.959	6.9	0.87	4.5E-01	26.6978	0	26.5999	0	26.3735	0	26.3537	0	26.8148	0	27.088	0	
TRAPPC4	TRAPPC4	Trafficking protein particle complex subunit 4	4	4	Q9Y296;Q9Y296-2	Q9Y296;Q9Y296-2	4;3	4;3	4;3	24.34	22.8	0.68	5.0E-01	26.3682	0	24.1511	1	26.3879	0	26.163	0	26.1069	0	26.2958	0	
AFF4	AFF4	AF4/FMR2 family member 4	8	8	Q9UHB7;Q9UHB7-2;Q9UHB7-3	Q9UHB7;Q9UHB7-2	8;4;1	8;4;1	8;4;1	127.46	11	0.92	8.0E-01	27.0308	0	27.1211	0	25.8489	0	26.4354	0	26.8991	0	27.0257	0	
ZFP1	ZFP1	Zinc finger protein 1 homolog	2	2	Q6P2D0-2;Q6P2D0	Q6P2D0-2;Q6P2D0	2;2	2;2	2;2	41.072	7.1	0.26	1.3E-01	23.6668	1	26.4522	0	23.2634	1	26.0588	0	26.545	0	26.5979	0	
PIAS1	PIAS1	E3 SUMO-protein ligase PIAS1	2	1	O75925;O75925-2;O75925-3	O75925;O75925-2;O75925-3	2;2;1	2;2;1	1;1;1	71.835	4.3	1.12	6.5E-01	26.5956	0	26.9395	0	26.39	0	26.9722	0	25.969	0	26.503	0	
EIF2B3	EIF2B3	Translation initiation factor eIF-2B subunit gamma	6	6	Q9NR50-3;Q9NR50-2;Q9NR50	Q9NR50-3;Q9NR50-2;Q9NR50	6;6;6	6;6;6	6;6;6	44.803	18.7	1.73	1.4E-01	26.5493	0	27.1245	0	26.2069	0	25.6449	0	26.4779	0	25.3745	1	
DDX18	DDX18	ATP-dependent RNA helicase DDX18	6	6	Q9NVP1	Q9NVP1	6	6	6	75.406	12.2	1.33	2.9E-01	26.8284	0	27.0558	0	26.2585	0	26.7744	0	26.0722	0	26.0741	0	
ATAD1	ATAD1	ATPase family AAA domain-containing protein 1	4	4	Q8NBU5-2;Q8NBU5	Q8NBU5-2;Q8NBU5	4;4	4;4	4;4	32.408	13.9	1.12	4.7E-01	25.821	0	26.4065	0	26.2802	0	25.8922	0	26.1899	0	25.9459	0	
EEFSEC	EEFSEC	Selenocysteine-specific elongation factor	4	4	P57772;P57772-2	P57772;P57772-2	4;3	4;3	4;3	65.304	9.6	1.12	4.1E-01	26.7891	0	26.5081	0	26.3159	0	26.2161	0	26.3254	0	26.5829	0	
RAB39B	RAB39B	Ras-related protein Rab-39B	5	4	Q96DA2	Q96DA2	5	5	4	24.622	30	1.22	5.0E-01	26.1469	0	26.03	0	26.2671	0	26.083	0	26.3918	0	25.103	1	140
PLRG1	PLRG1	Pleiotropic regulator 1	4	4	O43660-2;O43660	O43660-2;O43660	4;4	4;4	4;4	56.289	10.1	1.02	8.3E-01	26.5982	0	26.2646	0	26.2721	0	26.1964	0	26.5291	0	26.309	0	
KLHL24	KLHL24	Kelch-like protein 24	4	4	Q6TFL4;Q6TFL4-2	Q6TFL4;Q6TFL4-2	4;3	4;3	4;3	68.361	9.2	0.87	4.3E-01	26.3377	0	26.9037	0	26.9788	0	26.9184	0	27.1197	0	26.7774	0	
PI4KB	PI4KB	Phosphatidylinositol 4-kinase beta	7	7	Q9UBF8-2;Q9UBF8;Q9UBF8-3	Q9UBF8-2;Q9UBF8;Q9UBF8-3	7;7;6	7;7;6	7;7;6	89.806	11.4	1.09	6.0E-01	26.541	0	26.7599	0	26.5258	0	26.4801	0	26.8374	0	26.1524	0	
SLC19A1	SLC19A1	Folate transporter 1	6	6	P41440-2;P41440;P41440-3	P41440-2;P41440;P41440-3	6;6;4	6;6;4	6;6;4	60.033	10.2	0.33	3.7E-01	22.9427	1	23.288	1	27.5407	0	26.973	0	26.5023	0	25.0862	1	439
AGAP3	AGAP3	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	5	4	Q96P47;Q96P47-2;Q96P47-4;Q96P47-5;Q96P47-3;Q96P47-6	Q96P47;Q96P47-2;Q96P47-4;Q96P47-5	5;5;5;3;2;2	5;5;5;3;2;2	4;4;4;3;1;1	95.043	8.2	1.27	2.2E-01	27.0023	0	26.8667	0	26.2595	0	26.3721	0	26.4869	0	26.2329	0	
PRKCA	PRKCA;PRKCB	Protein kinase C alpha type;Protein kinase C beta type	3	3	P17252;P05771;P05771-2	P17252;P05771;P05771-2	3;2;2	3;2;2	3;2;2	76.749	5.2	0.38	2.2E-01	26.699	0	23.5719	1	26.0628	0	26.6889	0	27.0793	0	26.765	0	
WDR43	WDR43	WD repeat-containing protein 43	6	6	Q15061	Q15061	6	6	6	74.89	8.7	1.26	1.1E-01	26.9096	0	26.4711	0	26.9772	0	26.3782	0	26.4461	0	26.5208	0	
MAZ	MAZ	Myc-associated zinc finger protein	4	3	P56270-2;P56270-3;P56270;P56270-4;Q14119	P56270-2;P56270-3;P56270	4;3;3;1;1	4;3;3;1;1	3;2;2;1;0	51.072	8.3	1.05	8.9E-01	25.8672	0	25.6194	0	26.9069	0	26.5544	0	25.9245	0	25.7159	0	
MTX2	MTX2	Metaxin-2	4	4	O75431-2;O75431	O75431-2;O75431	4;4	4;4	4;4	28.823	17.8	0.68	5.3E-01	26.4841	0	24.4493	1	25.8967	0	26.8057	0	25.0803	0	26.599	0	
