Leading	Gene names	Protein names	Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/Control	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	EIF3I	Eukaryotic translation initiation factor 3 subunit I	4	4	Q13347	Q13347	4	4	4	36.501	12.9	0.892104734580375	0.683963616493063	8.56468	1	7.85999	1	7.74631	1	7.75956	0	8.71246	1	8.1931	1	
	MCMBP	Mini-chromosome maintenance complex-binding protein	4	4	Q9BTE3	Q9BTE3	4	4	4	72.979	7.9	1.13432889051589	0.780963973529608	7.59355	1	7.00723	1	8.51005	0	8.37638	1	7.1005	1	7.08844	1	
	MIB1	E3 ubiquitin-protein ligase MIB1	3	3	Q86YT6	Q86YT6	3	3	3	110.13	3.6	0.706787289231528	0.499670833737681	7.2457	1	7.89501	1	7.46128	1	8.15904	1	6.85558	1	9.08932	0	
	SLC16A1	Monocarboxylate transporter 1	1	1	P53985	P53985	1	1	1	53.944	2.4	0.780597636666595	0.629288796667734	7.72266	1	8.27498	1	7.67933	1	8.34314	1	7.06739	1	9.33849	0	
	TBCE	Tubulin-specific chaperone E	4	4	Q15813;Q8WVB6	Q15813	4;1	4;1	4;1	59.345	7.8	0.790464731611748	0.596141011320326	8.61563	0	7.00357	1	6.80834	1	7.58743	1	7.78139	1	8.0764	1	
	SENP3	Sentrin-specific protease 3	1	1	Q9H4L4	Q9H4L4	1	1	1	65.009	2.4	0.771756695852294	0.487379210376665	7.24991	1	8.85127	1	7.86838	1	8.08012	0	8.57893	1	8.43185	1	
	STAM;STAM2	Signal transducing adapter molecule 1;Signal transducing adapter molecule 2	2	2	Q92783;O75886	Q92783;O75886	2;1	2;1	2;1	59.179	6.9	0.932722613162788	0.861856378225598	7.34745	1	8.18029	1	7.68803	1	8.25361	0	6.8729	1	8.3907	1	
	ATP6V1C1	V-type proton ATPase subunit C 1	1	1	P21283	P21283	1	1	1	43.941	2.6	1.03271216084221	0.939535512109831	7.81447	1	8.20766	1	8.1197	1	7.7581	1	9.07401	0	7.17041	1	
	RNF126	E3 ubiquitin-protein ligase RNF126	1	1	Q9BV68	Q9BV68	1	1	1	35.584	2.8	0.676025232071319	0.482953146616344	7.60156	1	7.14173	1	7.09783	1	6.45952	1	8.83162	0	8.24454	1	
	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	2	2	Q13907	Q13907	2	2	2	26.319	10.6	0.622083436976024	0.365902182555194	7.88352	1	6.1788	1	7.66914	1	7.42645	1	8.73122	0	7.62825	1	
	MRE11A	Double-strand break repair protein MRE11A	2	2	P49959	P49959	2	2	2	80.592	3.2	1.13940133367184	0.732569781411115	8.24624	1	8.43196	1	8.50114	1	7.59037	1	7.81118	1	9.21296	0	
	EMD	Emerin	1	1	P50402	P50402	1	1	1	28.994	3.9	0.935107479301933	0.840312453749535	7.59209	1	8.51148	1	8.40621	1	8.85761	1	8.27664	0	7.66592	1	
	ACTN1	Alpha-actinin-1	7	1	P12814	P12814	7	1	1	103.06	8.9	1.21606892421258	0.672522780703909	7.64832	1	7.365	1	8.61907	1	7.17759	1	7.03632	1	8.57179	0	
	JUP	Junction plakoglobin	2	2	P14923	P14923	2	2	2	81.744	2.6	1.83091269564103	0.451785200213683	7.14111	1	10.3549	0	7.52913	1	7.95622	1	7.03088	1	7.42036	1	
	PRDX2	Peroxiredoxin-2	4	3	P32119	P32119	4	3	3	21.892	19.7	0.78708699086552	0.621763179829547	7.31061	1	8.06941	1	7.77531	0	9.22555	1	7.79532	1	7.17067	1	
	NEK7;NEK6	Serine/threonine-protein kinase Nek7;Serine/threonine-protein kinase Nek6	2	2	Q8TDX7;Q9HC98	Q8TDX7;Q9HC98	2;2	2;2	2;2	34.551	7.9	0.763459218430192	0.545938849258748	8.90376	1	7.02891	1	8.08109	1	8.84831	0	8.06892	1	8.26466	1	
	COPS2	COP9 signalosome complex subunit 2	2	2	P61201	P61201	2	2	2	51.596	5.2	0.903471501804346	0.860754694506011	6.562	1	8.63323	1	8.39548	1	8.73985	1	8.03952	0	7.25068	1	
	sep-09	Septin-9	2	2	Q9UHD8	Q9UHD8	2	2	2	65.401	3.2	1.02307825451289	0.945675417825216	8.36167	1	7.23785	1	8.02641	1	8.45142	1	7.45328	1	7.62249	0	
	BZW2	Basic leucine zipper and W2 domain-containing protein 2	2	2	Q9Y6E2	Q9Y6E2	2	2	2	48.162	4.5	0.781218489636813	0.646057243362776	7.2547	1	8.45625	1	7.76115	1	7.02543	1	8.32805	1	9.18723	0	
	SHROOM3	Protein Shroom3	1	1	Q8TF72	Q8TF72	1	1	1	216.85	0.5	0.84543280564374	0.774162267356539	7.85542	1	6.68363	1	7.16742	1	8.80503	0	6.36714	1	7.26102	1	
	RPRD1A;RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1A;Regulation of nuclear pre-mRNA domain-containing protein 1B	2	2	Q96P16;Q9NQG5	Q96P16;Q9NQG5	2;1	2;1	2;1	35.719	7.7	0.722906516220579	0.550167586435837	7.25927	1	6.74553	1	8.3952	1	7.3678	1	8.98922	0	7.44733	1	
	UBAP2L	Ubiquitin-associated protein 2-like	2	2	Q14157	Q14157	2	2	2	114.53	3	1.21337879148901	0.73916773248323	9.11171	0	7.12255	1	7.39352	1	7.88969	1	8.22845	1	6.67254	1	
	PSMB2	Proteasome subunit beta type-2	1	1	P49721	P49721	1	1	1	22.836	7.5	0.594313064300118	0.30799594590624	7.1444	1	7.2238	1	7.8057	1	8.20036	1	7.06009	1	9.16556	0	
	RABEP1	Rab GTPase-binding effector protein 1	5	5	Q15276	Q15276	5	5	5	99.289	6.7	0.650532482161093	0.103443212644069	7.31497	1	7.6725	1	7.62344	1	7.81043	1	7.96531	1	8.6961	0	
	TOP2A	DNA topoisomerase 2-alpha	3	2	P11388	P11388	3	3	2	174.38	2.2	0.656420863993687	0.434050239308194	7.64582	1	8.04979	1	8.02545	1	9.5404	0	8.79214	1	7.21044	1	
	RAB6B;RAB6A;RAB39A	Ras-related protein Rab-6B;Ras-related protein Rab-6A;Ras-related protein Rab-39A	1	1	Q9NRW1;P20340;Q14964	Q9NRW1;P20340;Q14964	1;1;1	1;1;1	1;1;1	23.461	5.3	1.03949642749435	0.934393911672798	8.31443	1	7.26522	1	9.45777	0	8.4343	1	8.16913	1	8.26634	1	
	POR	NADPH--cytochrome P450 reductase	5	5	P16435	P16435	5	5	5	76.689	9	1.50293331662461	0.336689831274942	8.86933	1	7.25852	0	7.91256	1	7.0169	1	7.92932	1	7.33084	1	
	STK26;STK25	Serine/threonine-protein kinase 26;Serine/threonine-protein kinase 25	1	1	Q9P289;O00506	Q9P289;O00506	1;1	1;1	1;1	46.528	3.1	0.763433288579907	0.401120631184514	7.86626	1	8.16506	1	7.88649	1	8.72918	0	8.80099	1	7.55592	1	
	NCDN	Neurochondrin	2	2	Q9UBB6	Q9UBB6	2	2	2	78.863	3.6	1.66226915208245	0.501496608109629	8.00682	1	8.17426	1	7.13297	1	8.85985	0	6.52697	1	5.72778	1	
	PGD	6-phosphogluconate dehydrogenase, decarboxylating	3	3	P52209	P52209	3	3	3	53.139	8.7	0.665532027520544	0.313908445308997	8.27597	1	7.25605	1	7.2965	1	7.55659	1	8.89197	0	8.14221	1	
	SNRPA	U1 small nuclear ribonucleoprotein A	2	2	P09012	P09012	2	2	2	31.279	10.3	0.531612156297273	0.297743301708873	6.26051	1	7.18267	1	8.59875	1	8.69634	0	7.57971	1	8.50054	1	
	WBSCR22	Probable 18S rRNA (guanine-N(7))-methyltransferase	1	1	O43709	O43709	1	1	1	31.88	7.8	0.835241325808858	0.44304618370588	8.31093	1	8.04798	1	8.32733	1	8.29687	1	8.10701	1	9.06156	0	
	KNTC1	Kinetochore-associated protein 1	3	3	P50748	P50748	3	3	3	250.75	1.8	0.627174148793774	0.296630634002056	8.25423	1	7.15943	1	7.07462	1	8.92757	0	8.07413	1	7.50576	1	
	CTNNB1	Catenin beta-1	2	2	P35222	P35222	2	2	2	85.496	2.7	1.12646774157206	0.766046265999325	8.55458	1	7.73316	1	8.13658	1	7.07438	1	8.73843	0	8.09609	1	
	CDC23	Cell division cycle protein 23 homolog	2	2	Q9UJX2	Q9UJX2	2	2	2	68.833	2.8	0.912014710568858	0.830604921379509	9.12315	1	7.86622	1	7.24198	1	8.56246	1	7.96374	1	8.10376	0	
	MCM5	DNA replication licensing factor MCM5	1	1	P33992	P33992	1	1	1	82.285	1.4	1.53581878606618	0.539914511082293	9.65737	0	6.63082	1	7.48173	1	6.89456	1	7.56752	1	7.45083	1	
	COPG2	Coatomer subunit gamma-2	3	2	Q9UBF2	Q9UBF2	3	2	2	97.621	3.7	0.998116830949281	0.997802969311231	7.21337	1	5.92559	1	8.8337	1	6.64057	1	7.99955	0	7.3407	1	
	AP2A2;AP2A1	AP-2 complex subunit alpha-2;AP-2 complex subunit alpha-1	5	5	O94973;O95782	O94973;O95782	5;3	5;3	5;3	103.96	6.5	0.87827886980221	0.664137495371796	7.93911	1	8.03941	1	7.76456	1	7.35419	1	8.27063	1	8.68001	0	
	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	2	2	Q9BTU6	Q9BTU6	2	2	2	54.022	4.6	0.702529153239625	0.4965260060062	6.56287	1	7.34231	1	8.11869	1	8.79145	1	7.02589	1	7.73464	0	
	FEN1	Flap endonuclease 1	1	1	P39748	P39748	1	1	1	42.592	2.9	1.37783678478858	0.548081319409169	8.17014	1	8.31991	1	8.33104	1	8.00332	1	6.50768	1	8.92288	0	
	WBP11	WW domain-binding protein 11	1	1	Q9Y2W2	Q9Y2W2	1	1	1	69.997	1.7	0.543271398181562	0.148335807453815	7.847	1	7.44176	1	6.88092	1	9.06652	0	7.99966	1	7.74427	1	
	TSG101	Tumor susceptibility gene 101 protein	1	1	Q99816	Q99816	1	1	1	43.944	2.6	0.704761979032634	0.097602288326061	7.97237	1	7.99427	1	8.41443	1	8.27829	1	8.71352	1	8.90364	0	
	VARS	Valine--tRNA ligase	1	1	P26640	P26640	1	1	1	140.47	0.9	1.07930229738241	0.868444561882126	7.66302	1	8.98096	1	7.85499	1	7.12237	1	8.59909	0	8.44721	1	
	KLC1	Kinesin light chain 1	2	1	Q07866	Q07866	2	2	1	65.309	5.4	1.06438870052074	0.870367167595562	8.68937	1	8.36035	1	7.66723	1	8.57898	0	8.56067	1	7.30723	1	
	LARP4	La-related protein 4	2	2	Q71RC2	Q71RC2	2	2	2	80.595	3.5	1.1183928170083	0.798127546010153	9.53214	0	9.42545	1	7.75218	1	8.61781	1	8.99941	1	8.60827	1	
	HAUS6	HAUS augmin-like complex subunit 6	2	2	Q7Z4H7	Q7Z4H7	2	2	2	108.62	2.4	0.70024661042523	0.485850887064931	8.02388	1	7.71053	1	7.89677	1	7.64237	1	9.71541	0	7.81559	1	
	EIF3C;EIF3CL	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	3	3	Q99613;B5ME19	Q99613;B5ME19	3;3	3;3	3;3	105.34	3.1	1.22177785788461	0.578751327257499	8.53378	1	7.42967	1	8.17663	1	8.41511	0	7.21359	1	7.64445	1	
	SET;SETSIP	Protein SET;Protein SETSIP	1	1	Q01105;P0DME0	Q01105;P0DME0	1;1	1;1	1;1	33.488	3.4	0.669062550730212	0.511319081369657	8.63815	0	5.9044	1	6.85194	1	7.56394	1	7.82706	1	7.74284	1	
	PRMT5	Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed	2	2	O14744	O14744	2	2	2	72.683	3.5	1.30998836667891	0.390985813704133	8.69469	1	8.17092	1	8.45653	1	7.73684	1	8.80003	0	7.61661	1	
	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	2	2	O75152	O75152	2	2	2	89.13	2.5	0.591855133378439	0.17982455737913	7.35449	1	8.15444	1	7.75698	1	8.94524	0	7.7029	1	8.88782	1	
	AP1M1	AP-1 complex subunit mu-1	1	1	Q9BXS5	Q9BXS5	1	1	1	48.586	2.6	0.635063165766989	0.207755246523041	7.33357	1	7.78947	1	7.04782	1	8.22111	1	8.59634	0	7.31849	1	
	NME1	Nucleoside diphosphate kinase A	4	1	P15531	P15531	4	1	1	17.149	33.6	0.604897247066644	0.075808865961731	7.47763	1	7.24727	1	7.09202	1	7.59544	1	7.85343	0	8.54377	1	
	HSPD1	60 kDa heat shock protein, mitochondrial	3	3	P10809	P10809	3	3	3	61.054	6.8	0.732002256023381	0.221882474185124	8.213	1	7.45502	1	7.54753	1	8.58811	0	8.00351	1	7.97417	1	
	OSBPL9	Oxysterol-binding protein-related protein 9	1	1	Q96SU4	Q96SU4	1	1	1	83.184	1.4	0.844950657472094	0.661926853194697	8.51247	1	7.81786	1	6.92357	1	7.92303	1	7.63086	1	8.4292	0	
	EPB41L2	Band 4,1-like protein 2	2	2	O43491	O43491	2	2	2	112.59	2.1	1.10387208154286	0.864857587725077	9.62121	0	7.46521	1	7.89047	1	8.81205	1	7.36667	1	8.37045	1	
	FARSA	Phenylalanine--tRNA ligase alpha subunit	1	1	Q9Y285	Q9Y285	1	1	1	57.563	2.2	1.23080652746508	0.521145509525513	9.15914	1	7.83733	1	8.58701	1	7.85873	0	8.34989	1	8.47606	1	
	SSRP1	FACT complex subunit SSRP1	4	4	Q08945	Q08945	4	4	4	81.074	8.7	1.43360741049746	0.335031776358445	8.24299	1	8.83269	1	7.57841	1	7.0854	1	8.01352	1	7.99622	0	
	CLIC4	Chloride intracellular channel protein 4	1	1	Q9Y696	Q9Y696	1	1	1	28.772	4.7	0.824218642190667	0.66979206783028	7.45782	1	7.61229	1	7.15217	1	8.36466	0	6.50711	1	8.1872	1	
	EXOC6B	Exocyst complex component 6B	2	2	Q9Y2D4	Q9Y2D4	2	2	2	94.2	2.7	0.635439641681089	0.377155981679048	7.18881	1	6.94783	1	8.10155	1	8.89442	0	8.30082	1	7.00547	1	
	PDIA6	Protein disulfide-isomerase A6	1	1	Q15084	Q15084	1	1	1	48.121	3.2	0.90964088208909	0.835211374060973	6.34653	1	8.1245	1	7.9313	1	7.22034	1	7.52284	1	8.06905	0	
	FANCD2	Fanconi anemia group D2 protein	4	4	Q9BXW9	Q9BXW9	4	4	4	166.46	3.3	0.87602260323432	0.863095396071487	9.42442	0	7.44789	1	6.66689	1	7.66043	1	7.17186	1	9.27979	1	
	GIGYF2	PERQ amino acid-rich with GYF domain-containing protein 2	4	4	Q6Y7W6	Q6Y7W6	4	4	4	150.07	3.7	0.509647270180732	0.409144766170563	7.67686	1	7.75859	1	7.69926	1	6.6515	1	10.1941	0	9.20635	1	
	C14orf166	UPF0568 protein C14orf166	2	2	Q9Y224	Q9Y224	2	2	2	28.068	11.5	1.01074362204477	0.982908339814113	6.54539	1	8.47291	1	8.28039	1	7.42898	1	7.50192	0	8.32155	1	
	TSN	Translin	3	3	Q15631	Q15631	3	3	3	26.183	10.5	0.890028846022639	0.835959427733557	8.55919	1	7.14857	1	7.72309	1	6.69695	1	8.58045	1	8.65768	0	
	ADD2	Beta-adducin	1	1	P35612	P35612	1	1	1	80.853	1.2	1.07994736550189	0.848224671078616	8.69868	1	7.4374	1	8.87869	1	8.79753	0	8.1031	1	7.78125	1	
	PSMG3	Proteasome assembly chaperone 3	2	2	Q9BT73	Q9BT73	2	2	2	13.104	23	1.37011026081873	0.393492084046474	7.3872	1	8.87642	0	7.74396	1	7.58083	1	7.26184	1	7.80204	1	
	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	1	1	P13861	P13861	1	1	1	45.518	3	1.19825586382925	0.624997096815246	8.44479	1	7.43822	1	7.53834	1	8.25091	0	6.96838	1	7.41925	1	
	CAPN7	Calpain-7	1	1	Q9Y6W3	Q9Y6W3	1	1	1	92.651	1.2	0.95522526471256	0.924312656886356	7.45334	1	8.61278	1	9.25472	0	9.05459	1	7.76095	1	8.70356	1	
	SLC4A1AP	Kanadaptin	1	1	Q9BWU0	Q9BWU0	1	1	1	88.813	1.1	1.24523238253386	0.284867562824531	8.32321	1	7.55279	1	8.25103	1	7.79307	1	7.80607	0	7.57866	1	
	PYGL	Glycogen phosphorylase, liver form	1	1	P06737	P06737	1	1	1	97.147	1.7	0.570928505270146	0.128506175899797	6.37454	1	7.60126	1	7.20469	1	7.87573	1	7.48468	1	8.24593	0	
	RTN4	Reticulon-4	2	2	Q9NQC3	Q9NQC3	2	2	2	129.93	1.8	0.834572333252605	0.746852776728072	6.90598	1	8.81093	0	8.8428	1	8.61887	1	7.68757	1	9.03594	1	
	PAPOLA;PAPOLB	Poly(A) polymerase alpha;Poly(A) polymerase beta	2	2	P51003;Q9NRJ5	P51003;Q9NRJ5	2;1	2;1	2;1	82.842	3.5	1.288436110272	0.292775006978226	8.2077	1	7.67293	1	8.35208	1	7.63902	1	7.37191	0	8.12492	1	
	CUL4B	Cullin-4B	4	4	Q13620	Q13620	4	4	4	103.98	4.9	1.03737887764154	0.911763285015592	7.93058	1	8.14267	1	8.09379	1	8.7077	0	8.11817	1	7.18234	1	
	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	4	2	O00425	O00425	4	2	2	63.704	9.3	0.665089315649323	0.281505574910186	7.22091	1	7.75036	1	7.12718	1	8.73702	1	7.24821	0	7.87836	1	
	NHLRC2	NHL repeat-containing protein 2	2	2	Q8NBF2	Q8NBF2	2	2	2	79.443	2.5	0.950280282387259	0.86989372888424	8.55596	1	7.30859	1	8.46845	1	8.02608	1	8.09289	1	8.43475	0	
	STRAP	Serine-threonine kinase receptor-associated protein	4	4	Q9Y3F4	Q9Y3F4	4	4	4	38.438	16	1.60493514543977	0.237575143358255	7.86848	1	8.60678	1	7.92077	1	7.00063	1	8.31034	0	7.03753	1	
	NOMO1;NOMO3;NOMO2	Nodal modulator 1;Nodal modulator 3;Nodal modulator 2	3	3	Q15155;P69849;Q5JPE7	Q15155;P69849;Q5JPE7	3;3;3	3;3;3	3;3;3	134.32	3.8	1.47398924723715	0.449961131281788	9.83213	0	7.62616	1	8.1266	1	8.05055	1	7.95463	1	7.90053	1	
	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	2	1	P63092;Q5JWF2	P63092;Q5JWF2	2;2	1;1	1;1	45.664	6.1	0.746901551411183	0.518457307372426	9.19276	0	7.6713	1	7.39467	1	8.15099	1	8.51058	1	8.86019	1	
	TALDO1	Transaldolase	2	2	P37837	P37837	2	2	2	37.54	5.6	0.679342491603372	0.551541251198541	9.21027	1	7.56548	1	6.76111	1	7.76707	1	9.3147	1	8.12846	0	
	HSD17B4	Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2	3	3	P51659	P51659	3	3	3	79.685	5.6	1.66034609603543	0.414270491890595	8.07449	1	8.01354	1	9.45588	0	8.96415	1	7.66881	1	6.7165	1	
	IRF2BP1	Interferon regulatory factor 2-binding protein 1	2	2	Q8IU81	Q8IU81	2	2	2	61.687	3.8	0.950011774821692	0.871854272216508	7.32717	1	8.03513	1	8.28971	1	7.77323	1	7.52003	1	8.58071	0	
	SIRT1	NAD-dependent protein deacetylase sirtuin-1;SirtT1 75 kDa fragment	2	2	Q96EB6	Q96EB6	2	2	2	81.68	3.6	0.747532909892469	0.468811223184826	7.66741	1	8.42989	1	7.89692	1	8.01575	1	9.36249	0	7.87535	1	
	CARM1	Histone-arginine methyltransferase CARM1	1	1	Q86X55	Q86X55	1	1	1	65.853	2.1	0.689523200373452	0.460938516778405	6.75633	1	9.0134	1	7.88365	1	8.60825	0	8.3294	1	8.32472	1	
	TGM3	Protein-glutamine gamma-glutamyltransferase E;Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain;Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain	1	1	Q08188	Q08188	1	1	1	76.631	1.3	0.981529408937592	0.974027458254277	8.30565	1	8.40259	0	6.97922	1	7.49015	1	9.15684	1	7.12116	1	
	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	2	2	O14920	O14920	2	2	2	86.563	2.2	1.16051164557367	0.838546209249347	7.05163	1	8.91387	1	8.33181	0	8.93625	1	6.26729	1	8.44949	1	
	PTRH2	Peptidyl-tRNA hydrolase 2, mitochondrial	1	1	Q9Y3E5	Q9Y3E5	1	1	1	19.193	8.4	1.12026651896218	0.634984318298775	8.27118	0	8.04071	1	7.99482	1	8.27599	1	8.21524	1	7.32395	1	
	TRIM33	E3 ubiquitin-protein ligase TRIM33	2	2	Q9UPN9	Q9UPN9	2	2	2	122.53	2.1	1.08249923094617	0.897914324602982	9.75504	0	7.64991	1	7.92969	1	7.39294	1	9.16718	1	8.43143	1	
	DSG2	Desmoglein-2	4	4	Q14126	Q14126	4	4	4	122.29	6.1	1.17516798636383	0.709545091451982	8.75885	1	8.10775	1	7.73993	1	7.45599	1	8.96927	0	7.48266	1	
	PSMC4	26S protease regulatory subunit 6B	2	2	P43686	P43686	2	2	2	47.366	7.7	1.06234038880404	0.864795657147861	7.73071	1	7.69789	1	7.86643	1	6.78684	1	7.82345	1	8.42299	0	
	HNRNPF	Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed	5	3	P52597	P52597	5	3	3	45.671	17.6	1.03984716569214	0.946526985022312	7.60433	1	7.16577	1	7.94941	1	6.01174	1	8.1341	1	8.40455	0	
	ANKFY1	Rabankyrin-5	2	2	Q9P2R3	Q9P2R3	2	2	2	128.4	2	0.687070478068531	0.578311728314987	9.43473	0	6.94045	1	6.84633	1	8.38675	1	7.73338	1	8.72579	1	
	CCAR2	Cell cycle and apoptosis regulator protein 2	3	3	Q8N163	Q8N163	3	3	3	102.9	3.7	1.64390280174344	0.47179898257143	6.98912	1	9.64905	1	8.24782	1	8.52892	0	7.12897	1	7.07672	1	
	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	2	2	Q01581	Q01581	2	2	2	57.293	6	1.11240412531853	0.800052340407162	7.62396	1	7.37725	1	8.77909	1	7.09413	0	7.86463	1	8.36051	1	
	BSG	Basigin	3	3	P35613	P35613	3	3	3	42.2	8.6	1.47624277619883	0.082569565643599	8.29815	1	8.51176	1	8.6367	1	7.67295	1	7.72261	1	8.36527	0	
	CGN	Cingulin	1	1	Q9P2M7	Q9P2M7	1	1	1	136.38	1	0.642316828405972	0.478462604483751	6.19185	1	8.47192	1	8.06304	1	8.59066	0	7.37635	1	8.67573	1	
	UBR7	Putative E3 ubiquitin-protein ligase UBR7	1	1	Q8N806	Q8N806	1	1	1	47.998	2.4	1.17145537683392	0.698007356818942	7.81098	1	8.5907	0	6.96557	1	7.02424	1	7.978	1	7.68009	1	
	SMC6	Structural maintenance of chromosomes protein 6	3	3	Q96SB8	Q96SB8	3	3	3	126.32	3.1	1.08815569922733	0.83346890147282	8.71401	0	8.79228	1	7.21334	1	7.96314	1	7.92064	1	8.47018	1	
	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit	1	1	P60510	P60510	1	1	1	35.08	3.6	1.62309450102091	0.465971119161375	7.66794	1	8.17834	1	8.84803	1	6.35239	1	7.19252	1	9.05317	0	
	HELLS	Lymphoid-specific helicase	4	4	Q9NRZ9	Q9NRZ9	4	4	4	97.073	4.8	0.693358310763788	0.279938737732331	8.27471	1	7.10686	1	7.42524	1	8.48438	0	7.67284	1	8.23457	1	
	NUP93	Nuclear pore complex protein Nup93	1	1	Q8N1F7	Q8N1F7	1	1	1	93.487	1	0.692647388428585	0.555031970857091	6.58848	1	9.01956	0	7.0035	1	8.21433	1	7.42133	1	8.5653	1	
	SKIV2L2	Superkiller viralicidic activity 2-like 2	1	1	P42285	P42285	1	1	1	117.8	1	0.60076763578283	0.284072373544237	8.10247	1	7.12567	1	8.59836	1	8.94654	1	9.20999	0	7.87534	1	
	ECM29	Proteasome-associated protein ECM29 homolog	5	5	Q5VYK3	Q5VYK3	5	5	5	204.29	2.7	1.33102622802342	0.34839346490266	8.07907	1	8.56362	1	7.325	1	7.40039	1	7.86583	1	7.46385	0	
	TOM1	Target of Myb protein 1	7	7	O60784	O60784	7	7	7	53.818	22	1.02505754324639	0.968260465988586	8.58884	1	8.95193	0	7.30805	1	7.32428	1	9.57432	1	7.84311	1	
	MYH10	Myosin-10	6	4	P35580	P35580	6	4	4	229	3.3	1.44255467477293	0.206253819616411	8.20848	0	8.23469	1	7.88971	1	6.925	1	8.00112	1	7.82088	1	
	AP2B1	AP-2 complex subunit beta	6	1	P63010	P63010	6	1	1	104.55	8.9	0.630860094457214	0.1075803616737	7.1721	1	7.28026	1	7.34293	1	7.2956	1	8.21385	1	8.27966	0	
	YTHDF2	YTH domain-containing family protein 2	2	2	Q9Y5A9	Q9Y5A9	2	2	2	62.333	4.3	1.40825539643912	0.250400389449383	7.70968	1	8.89497	0	8.504	1	7.64532	1	8.02478	1	7.95682	1	
	HEATR3	HEAT repeat-containing protein 3	2	2	Q7Z4Q2	Q7Z4Q2	2	2	2	74.582	3.5	1.1578312494288	0.785921192940494	7.4777	1	7.23551	1	9.33731	1	7.82552	1	8.3122	0	7.27852	1	
	S100A11	Protein S100-A11;Protein S100-A11, N-terminally processed	1	1	P31949	P31949	1	1	1	11.74	8.6	1.75641285676748	0.349833987256909	9.48279	1	7.44261	1	7.11166	1	6.91727	1	7.58988	1	7.09202	0	
	FLNB	Filamin-B	6	4	O75369	O75369	6	4	4	278.16	2.6	1.48705293058302	0.387364662947664	9.45976	0	8.22134	1	7.45509	1	7.85909	1	7.92622	1	7.63351	1	
	GSR	Glutathione reductase, mitochondrial	1	1	P00390	P00390	1	1	1	56.256	2.3	1.70501212636171	0.138944704668193	8.57812	1	7.6571	1	7.99008	1	7.0861	1	7.93381	0	6.89605	1	
	PGM1	Phosphoglucomutase-1	1	1	P36871	P36871	1	1	1	61.448	1.4	1.49358878513837	0.28616729608568	9.08792	1	7.74499	1	8.27076	0	8.07008	1	8.03249	1	7.26476	1	
	PITPNA	Phosphatidylinositol transfer protein alpha isoform	2	2	Q00169	Q00169	2	2	2	31.806	13.3	1.30777830913851	0.627707040759727	8.1478	1	9.26645	1	7.09821	1	7.00486	1	8.2372	1	8.10905	0	
	RAI14	Ankycorbin	2	2	Q9P0K7	Q9P0K7	2	2	2	110.04	2.3	0.63370706285399	0.403330439859935	7.13993	1	7.17436	1	6.98354	1	6.57048	1	9.00169	0	7.7	1	
	CHAF1B	Chromatin assembly factor 1 subunit B	1	1	Q13112	Q13112	1	1	1	61.492	2	1.50340738944359	0.288994115673277	7.45724	1	8.79756	0	7.68072	1	7.32181	1	7.00416	1	7.84485	1	
	EPPK1	Epiplakin	1	1	P58107	P58107	1	1	1	555.61	0.8	0.820664242773559	0.782182328673861	7.97174	1	5.6916	1	8.21014	1	8.32165	1	6.54039	1	7.86685	0	
	UIMC1	BRCA1-A complex subunit RAP80	2	2	Q96RL1	Q96RL1	2	2	2	79.727	2.8	1.13728986045122	0.596803003332659	7.9702	1	7.45663	1	8.14834	1	8.16862	0	7.44629	1	7.40346	1	
