Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	Imputed (0=no/1=yes)	LFQ intensity RNAi_2	Imputed (0=no/1=yes)	LFQ intensity RNAi_3	Imputed (0=no/1=yes)	LFQ intensity Control_1	Imputed (0=no/1=yes)	LFQ intensity Control_2	Imputed (0=no/1=yes)	LFQ intensity Control_3	Imputed (0=no/1=yes)	GlyGly (K) site positions
	HDLBP	Vigilin	10	10	Q00341	Q00341	10	10	10	141.45	9.5	0.731932240200702	0.60911739200435	25.652	0	23.2079	0	25.6031	0	25.1314	0	25.4629	0	25.2194	0	
	INTS7	Integrator complex subunit 7	7	7	Q9NVH2	Q9NVH2	7	7	7	106.83	10	1.4747679817904	0.06556317850209	25.3112	0	25.3431	0	24.9512	0	24.5807	0	24.3576	0	24.9857	0	
	CACUL1	CDK2-associated and cullin domain-containing protein 1	4	4	Q86Y37	Q86Y37	4	4	4	41.063	17.9	0.556336243244076	0.468248074313739	22.3872	1	24.5134	0	22.309	1	24.1092	0	22.4933	1	25.1449	0	
	BLM	Bloom syndrome protein	2	2	P54132	P54132	2	2	2	159	1.3	0.932278563745547	0.911991729714791	20.5347	1	20.9827	1	22.4563	0	22.6903	1	20.877	1	20.7099	1	
	LIN7C;LIN7A	Protein lin-7 homolog C;Protein lin-7 homolog A	4	4	Q9NUP9;O14910;Q9HAP6	Q9NUP9;O14910	4;2;1	4;2;1	4;2;1	21.834	20.8	0.614944024624322	0.488723249793707	24.8538	0	24.4467	0	22.0625	1	24.273	0	25.0834	0	24.111	0	
	HMMR	Hyaluronan mediated motility receptor	8	8	O75330;Q9UBD5	O75330	8;1	8;1	8;1	84.099	14	1.06399745497953	0.719712424432294	24.8851	0	24.5877	0	25.1859	0	24.9787	0	24.9241	0	24.4874	0	
	TGM1	Protein-glutamine gamma-glutamyltransferase K	9	9	P22735	P22735	9	9	9	89.786	11.5	0.85791700911125	0.878508969575344	24.4421	0	26.7814	0	22.1359	1	25.0759	0	24.3689	0	24.5779	0	
	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	9	6	P30154	P30154	9	6	6	66.213	16.3	0.641430117360493	0.602846855587439	25.146	0	25.0127	0	21.6763	1	24.6261	0	24.6296	0	24.5011	0	
	SRSF6;SRSF4	Serine/arginine-rich splicing factor 6;Serine/arginine-rich splicing factor 4	4	3	Q13247;Q08170	Q13247;Q08170	4;2	4;2	3;1	39.586	10.8	1.20827596701029	0.186095555051556	24.5727	0	24.9893	0	24.9929	0	24.4637	0	24.7764	0	24.4959	0	
	UBE4B	Ubiquitin conjugation factor E4 B	11	11	O95155	O95155	11	11	11	146.18	9.8	0.929424126039643	0.793087308372327	24.665	0	25.6222	0	24.8241	0	25.173	0	25.5297	0	24.7255	0	
	ATP6AP1	V-type proton ATPase subunit S1	2	2	Q15904	Q15904	2	2	2	52.025	6	0.916936670090461	0.873585063730048	20.8704	1	21.5058	1	23.3226	0	22.1334	1	22.0381	1	21.9027	1	
	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	4	4	Q70UQ0	Q70UQ0	4	4	4	39.309	11.1	0.972183800628053	0.909748399050918	23.8982	0	24.7051	0	24.9261	0	24.5008	0	24.3598	0	24.7909	0	
	WRNIP1	ATPase WRNIP1	8	8	Q96S55	Q96S55	8	8	8	72.132	12.5	0.536778949292983	0.519954091496061	25.4401	0	24.8949	0	21.3883	1	25.0191	0	24.7087	0	24.6884	0	
	ERO1L	ERO1-like protein alpha	3	3	Q96HE7;Q86YB8	Q96HE7	3;1	3;1	3;1	54.392	7.9	0.54418760435637	0.521377157496887	24.6377	0	25.3777	0	21.3421	1	24.6604	0	24.9396	0	24.391	0	
	SKIV2L2	Superkiller viralicidic activity 2-like 2	9	9	P42285	P42285	9	9	9	117.8	8.9	0.930192362799932	0.635731893891573	24.6424	0	24.6674	0	24.5076	0	25.0552	0	24.7054	0	24.3699	0	
	NAA10;NAA11	N-alpha-acetyltransferase 10;N-alpha-acetyltransferase 11	6	6	P41227;Q9BSU3	P41227;Q9BSU3	6;3	6;3	6;3	26.458	29.4	0.944549624728869	0.63597054243919	24.4597	0	24.617	0	24.1932	0	24.5167	0	24.322	0	24.678	0	
	PBK	Lymphokine-activated killer T-cell-originated protein kinase	6	6	Q96KB5	Q96KB5	6	6	6	36.085	17.4	0.937036726805461	0.884126483895551	25.1916	0	23.4117	0	24.5097	0	23.9461	0	24.4292	0	25.0192	0	12
	TIPIN	TIMELESS-interacting protein	2	2	Q9BVW5	Q9BVW5	2	2	2	34.555	6.6	1.62560303417057	0.34409233627887	25.3063	0	25.4654	0	24.237	0	25.0015	0	23.267	0	24.6373	0	
	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	6	6	Q9UHR4	Q9UHR4	6	6	6	56.882	17	0.883820316488111	0.91554311282737	20.7722	1	25.4664	0	25.521	0	24.0383	0	23.9371	0	24.3189	0	
	PRMT5	Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed	6	6	O14744	O14744	6	6	6	72.683	12.7	1.88310050284734	0.578519497094862	25.1347	0	23.8748	0	24.7471	0	25.2202	0	25.0542	0	20.7429	1	
	PRKACB;PRKACA	cAMP-dependent protein kinase catalytic subunit beta;cAMP-dependent protein kinase catalytic subunit alpha	3	3	P22694;P17612	P22694;P17612	3;2	3;2	3;2	40.622	7.7	1.45657501140604	0.713104209296952	24.7012	0	20.1666	1	21.4816	1	21.7492	1	21.9322	1	21.0402	1	
	POLR2C	DNA-directed RNA polymerase II subunit RPB3	5	5	P19387	P19387	5	5	5	31.441	27.3	1.2471197489599	0.108941913718561	24.9744	0	24.6594	0	24.5479	0	24.4759	0	24.2346	0	24.5154	0	
	PDCD4	Programmed cell death protein 4	7	7	Q53EL6	Q53EL6	7	7	7	51.735	14.1	1.08189613265513	0.594431752650777	24.8125	0	24.6799	0	24.7514	0	24.403	0	24.483	0	25.0172	0	
	CHMP2B	Charged multivesicular body protein 2b	4	4	Q9UQN3	Q9UQN3	4	4	4	23.906	19.2	0.94255584270499	0.910732426824838	24.7856	0	25.4413	0	23.1839	1	24.4107	0	25.0395	0	24.2167	0	
	WBSCR22	Probable 18S rRNA (guanine-N(7))-methyltransferase	4	4	O43709	O43709	4	4	4	31.88	20.3	0.644294864238264	0.657791110413024	20.9326	1	24.3397	0	25.2835	0	23.9562	0	24.3938	0	24.1083	0	
	DEK	Protein DEK	8	8	P35659	P35659	8	8	8	42.674	25.3	0.704713618817836	0.673751895470583	25.3515	0	24.6192	0	21.7602	1	24.2216	0	24.2115	0	24.8125	0	
	CDC42BPB	Serine/threonine-protein kinase MRCK beta	4	3	Q9Y5S2;Q09013	Q9Y5S2	4;1	3;0	3;0	194.31	2.1	0.774870969602816	0.822359095137337	25.2123	0	24.6973	0	21.2181	1	24.907	0	25.0166	0	22.308	1	
	CNOT10	CCR4-NOT transcription complex subunit 10	11	11	Q9H9A5	Q9H9A5	11	11	11	82.309	18.5	1.48192352606876	0.25637106056764	25.6564	0	25.1721	0	24.4214	0	24.8614	0	24.069	0	24.6171	0	
	RFC1	Replication factor C subunit 1	10	10	P35251	P35251	10	10	10	128.25	9.7	0.828575461365098	0.426101438144547	24.5939	0	24.0794	0	24.7843	0	24.5393	0	24.5296	0	25.2026	0	
	MOV10	Putative helicase MOV-10	7	7	Q9HCE1	Q9HCE1	7	7	7	113.67	7.1	0.536652833460334	0.353468730412464	24.7445	0	24.8474	0	22.2564	1	25.0941	0	24.6905	0	24.7575	0	
	WDR12	Ribosome biogenesis protein WDR12	6	6	Q9GZL7	Q9GZL7	6	6	6	47.707	22.2	0.58122755282509	0.439724840453159	21.9595	1	24.6397	0	24.6598	0	24.6279	0	24.2002	0	24.7795	0	
	MCC	Colorectal mutant cancer protein	6	6	P23508	P23508	6	6	6	93.026	7.8	1.27042657812581	0.125616011565188	24.8791	0	25.063	0	24.479	0	24.3878	0	24.5502	0	24.4472	0	
	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	4	2	P62140	P62140	4	2	2	37.186	16.5	1.11405155664628	0.373884963912437	24.7748	0	24.3771	0	24.5482	0	24.3799	0	24.2467	0	24.6061	0	
	NUP98	Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96	9	9	P52948	P52948	9	9	9	197.58	5.8	0.523520160208169	0.399663051527218	25.0455	0	24.7028	0	21.9161	1	24.865	0	24.7591	0	24.8412	0	
	PRPF19	Pre-mRNA-processing factor 19	2	2	Q9UMS4	Q9UMS4	2	2	2	55.18	4.2	1.96496279981473	0.419921392572491	21.1767	1	24.9096	0	22.6681	1	21.9214	1	21.9156	1	21.9938	1	
	FNBP1	Formin-binding protein 1	6	6	Q96RU3	Q96RU3	6	6	6	71.306	9.6	0.870342408400131	0.263985455676052	24.6428	0	24.4819	0	24.3919	0	24.4399	0	24.7918	0	24.886	0	
	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	24	22	Q9UPN3	Q9UPN3	24	24	22	838.3	3.4	0.926595769065256	0.504856555624922	25.158	0	24.8869	0	25.0074	0	24.8722	0	25.2764	0	25.2337	0	965;977
	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	4	4	Q9UHD1	Q9UHD1	4	4	4	37.489	15.1	1.34159200822369	0.20076915910003	24.9808	0	24.3741	0	24.827	0	24.7151	0	24.1587	0	24.0363	0	
	GGCT	Gamma-glutamylcyclotransferase	4	4	O75223	O75223	4	4	4	21.007	22.9	1.68392746989736	0.139674781292585	24.9742	0	25.4541	0	24.3045	0	24.3315	0	23.6916	0	24.4542	0	
	SEC63	Translocation protein SEC63 homolog	6	6	Q9UGP8	Q9UGP8	6	6	6	87.996	8	1.37768685108875	0.47879874126492	25.5875	0	23.8046	0	25.2851	0	23.9945	0	24.6432	0	24.6528	0	
	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	8	8	Q7Z2W4	Q7Z2W4	8	8	8	101.43	14.1	1.15071534903503	0.862673783285885	25.5344	0	22.2158	1	25.2456	0	24.6939	0	23.8746	0	23.8197	0	
	HERPUD1	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	4	4	Q15011	Q15011	4	4	4	43.719	14.6	0.946082303517263	0.946838044912086	25.3315	0	25.1033	0	21.9029	1	23.8712	0	24.5926	0	24.1138	0	
	USP7	Ubiquitin carboxyl-terminal hydrolase 7	9	9	Q93009	Q93009	9	9	9	128.3	8.3	0.787346723664232	0.075302604941353	24.6804	0	24.2535	0	24.3412	0	24.893	0	24.7286	0	24.6883	0	
	SCFD1	Sec1 family domain-containing protein 1	8	8	Q8WVM8	Q8WVM8	8	8	8	72.379	12	1.35679334623406	0.051007025714764	24.8132	0	25.1961	0	24.7513	0	24.4216	0	24.3832	0	24.6352	0	
	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	5	5	O95433	O95433	5	5	5	38.274	15.7	0.800074916019764	0.817425346371939	25.4529	0	24.3592	0	21.1412	1	24.0251	0	23.6525	0	24.2411	0	
	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	5	5	Q12824	Q12824	5	5	5	44.141	15.1	0.839968423772276	0.873324813892769	21.6577	1	24.4283	0	22.564	1	24.2988	0	20.6646	1	24.4413	0	
	N4BP1	NEDD4-binding protein 1	8	8	O75113	O75113	8	8	8	100.38	10.6	0.86528841965432	0.419701962548376	24.3945	0	23.9347	0	24.6882	0	24.4605	0	24.4823	0	24.7009	0	
	RNH1	Ribonuclease inhibitor	3	3	P13489	P13489	3	3	3	49.973	9.5	0.576714419725454	0.580519750586232	21.0342	1	25.3865	0	24.2994	0	24.7527	0	24.121	0	24.2286	0	
	FAM98B	Protein FAM98B	3	3	Q52LJ0	Q52LJ0	3	3	3	37.19	12.1	0.727521102198317	0.668493209358145	21.7478	1	24.544	0	24.878	0	24.0554	0	24.2819	0	24.2094	0	
	ARF4	ADP-ribosylation factor 4	3	2	P18085	P18085	3	3	2	20.511	15.6	0.65125931156798	0.479226692642524	22.2228	1	24.7173	0	24.2596	0	23.9429	0	24.5245	0	24.5884	0	
	KLC2	Kinesin light chain 2	10	7	Q9H0B6	Q9H0B6	10	7	7	68.934	19.6	0.871838005079192	0.601244338566602	24.4349	0	24.7401	0	23.6205	0	24.5115	0	24.6094	0	24.2682	0	
	PLIN3	Perilipin-3	6	6	O60664	O60664	6	6	6	47.074	21	0.526311929225778	0.348726539339248	21.6009	1	24.293	0	24.1356	0	24.2973	0	24.1902	0	24.3199	0	
	PAK2	Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34	6	6	Q13177;O75914	Q13177	6;1	6;1	6;1	58.042	15.1	0.561701281699928	0.530945568079862	23.9858	0	24.9922	0	20.9711	1	24.3832	0	24.1124	0	23.9498	0	
	RHOA;RHOC	Transforming protein RhoA;Rho-related GTP-binding protein RhoC	2	2	P61586;P08134	P61586;P08134	2;1	2;1	2;1	21.768	10.4	0.922108870309161	0.846676878519139	22.6728	1	23.9861	0	24.5894	0	23.785	0	23.9068	0	23.9075	0	
	INTS3	Integrator complex subunit 3	4	4	Q68E01	Q68E01	4	4	4	118.07	4.7	0.898129260199718	0.612343341820938	24.4246	0	24.515	0	24.5909	0	24.3604	0	24.4142	0	25.221	0	
	ZFYVE16	Zinc finger FYVE domain-containing protein 16	8	8	Q7Z3T8	Q7Z3T8	8	8	8	168.9	5.7	1.01008506805513	0.949550135313431	25.0195	0	24.8746	0	25.5326	0	24.9769	0	25.1577	0	25.2487	0	
	GGA3	ADP-ribosylation factor-binding protein GGA3	8	7	Q9NZ52	Q9NZ52	8	8	7	78.314	10.9	0.712144544058055	0.466032280649635	23.8175	0	23.1584	0	25.1521	0	24.3679	0	24.8573	0	24.3721	0	
	NCKAP1	Nck-associated protein 1	8	8	Q9Y2A7	Q9Y2A7	8	8	8	128.79	7.5	1.13466703136046	0.553489007438152	25.2383	0	24.5385	0	24.3329	0	24.4778	0	24.4322	0	24.6528	0	
	TAGLN2	Transgelin-2	6	6	P37802;Q9UI15	P37802	6;1	6;1	6;1	22.391	32.7	1.29518304066864	0.37134706863369	23.85	0	24.8956	0	24.685	0	24.4063	0	23.7565	0	24.1483	0	
	LTV1	Protein LTV1 homolog	6	6	Q96GA3	Q96GA3	6	6	6	54.854	11.4	1.28297494806268	0.162214995933782	25.0876	0	24.6326	0	24.4919	0	24.595	0	24.26	0	24.2786	0	
	HIST1H2AC;HIST3H2A;HIST1H2AB;HIST1H2AA;H2AFX	Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E;Histone H2A type 1-A;Histone H2AX	7	1	Q93077;Q7L7L0;P04908;Q96QV6;P16104;Q8IUE6	Q93077;Q7L7L0;P04908;Q96QV6;P16104	7;7;7;4;4;2	1;1;1;0;0;0	1;1;1;0;0;0	14.105	36.2	0.635042477068575	0.340773645305302	21.293	1	21.8538	0	20.5437	1	22.5659	1	20.9762	1	22.1137	1	120
	CD2AP	CD2-associated protein	7	7	Q9Y5K6	Q9Y5K6	7	7	7	71.45	11.4	1.07927686176042	0.509705124566662	24.8	0	24.5404	0	24.3296	0	24.3287	0	24.5655	0	24.4456	0	
	GOLGA7	Golgin subfamily A member 7	4	4	Q7Z5G4;Q2TAP0	Q7Z5G4	4;1	4;1	4;1	15.824	32.8	1.08302083682106	0.665478455511294	24.6746	0	24.3077	0	23.8704	0	24.1162	0	24.0589	0	24.3325	0	
	GDI1	Rab GDP dissociation inhibitor alpha	13	5	P31150	P31150	13	5	5	50.582	30.6	0.658913047610427	0.527678014691041	21.9233	1	24.7104	0	24.2935	0	24.1441	0	24.3921	0	24.1965	0	
	TRIM26	Tripartite motif-containing protein 26	4	4	Q12899	Q12899	4	4	4	62.165	7.2	0.66850395466534	0.494793516226357	24.9367	0	22.4751	1	24.4952	0	24.6598	0	24.7545	0	24.2357	0	
	RPS12	40S ribosomal protein S12	2	2	P25398	P25398	2	2	2	14.515	22.7	1.90041565979715	0.127948146814514	24.9844	0	23.8904	0	25.403	0	23.6735	0	24.1822	0	23.6432	0	
	SMN1	Survival motor neuron protein	4	4	Q16637	Q16637	4	4	4	31.848	17	0.985386560326872	0.985256003840925	24.615	0	21.6453	1	25.0818	0	23.9351	0	23.6203	0	23.8504	0	
	ZBED1	Zinc finger BED domain-containing protein 1	6	6	O96006	O96006	6	6	6	78.155	10.5	1.07555253914983	0.890857416697089	24.8768	0	24.7959	0	22.721	1	24.2994	0	23.9242	0	23.8549	0	
	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed	5	5	Q13451	Q13451	5	5	5	51.212	17.5	1.22676847636021	0.201464717881231	24.3894	0	24.5442	0	24.4527	0	24.3997	0	23.7955	0	24.3065	0	
	CLTA	Clathrin light chain A	2	2	P09496	P09496	2	2	2	27.076	7.7	1.12416125703084	0.321036195450038	24.5582	0	24.3247	0	24.4473	0	24.3531	0	24.4556	0	24.015	0	
	FAM50A	Protein FAM50A	5	5	Q14320;Q9Y247	Q14320	5;2	5;2	5;2	40.241	17.7	0.704495794753971	0.731058279471077	24.106	0	20.6698	1	25.1727	0	23.7444	0	24.1684	0	23.5517	0	
	PSMB1	Proteasome subunit beta type-1	4	4	P20618	P20618	4	4	4	26.489	24.1	0.693203094547141	0.779307758614762	21.5731	1	24.7197	0	21.3918	1	20.3037	1	24.3975	0	24.5694	0	
	WBP11	WW domain-binding protein 11	8	8	Q9Y2W2	Q9Y2W2	8	8	8	69.997	12.2	1.14883531248948	0.340319629695793	24.5885	0	24.6486	0	24.9008	0	24.8278	0	24.3279	0	24.3817	0	
	CUEDC2	CUE domain-containing protein 2	3	3	Q9H467	Q9H467	3	3	3	32.009	10.1	0.822341760844791	0.841988383900519	22.0698	1	24.548	0	21.1844	1	22.1789	1	24.6026	0	21.8671	1	
	DFFA	DNA fragmentation factor subunit alpha	4	4	O00273	O00273	4	4	4	36.521	15.7	1.30488801449321	0.79136711620135	25.0062	0	23.8441	0	21.6933	1	24.2875	0	23.8561	0	21.2482	1	
	EYA3	Eyes absent homolog 3	6	6	Q99504	Q99504	6	6	6	62.662	9.4	1.02027672438961	0.894965512296881	24.1898	0	24.7154	0	24.3911	0	24.3474	0	24.6647	0	24.1974	0	
	NRD1	Nardilysin	7	7	O43847	O43847	7	7	7	131.57	6.5	0.50338983869018	0.33399733381268	24.5276	0	21.9798	1	24.0434	0	24.9188	0	23.6057	0	24.9971	0	
	VAPB	Vesicle-associated membrane protein-associated protein B/C	5	5	O95292;Q9P0L0	O95292	5;1	5;1	5;1	27.228	22.6	0.510058984953781	0.359174089907866	21.3298	1	24.2098	0	24.0357	0	23.9963	0	24.1291	0	24.3637	0	
	CALCOCO2	Calcium-binding and coiled-coil domain-containing protein 2	5	5	Q13137	Q13137	5	5	5	52.253	11.4	0.698437535681602	0.761794793251362	25.1055	0	24.6039	0	20.1093	1	23.55	0	23.755	0	24.067	0	
	CDC27	Cell division cycle protein 27 homolog	10	10	P30260	P30260	10	10	10	91.866	20.9	0.563144475372096	0.472453423142181	24.7591	0	24.4473	0	21.5734	1	24.9285	0	24.211	0	24.1257	0	
	FAM49B	Protein FAM49B	5	5	Q9NUQ9;Q9H0Q0	Q9NUQ9	5;2	5;2	5;2	36.748	20.4	0.514726512566351	0.237396876217452	22.5102	1	24.5968	0	22.6198	1	24.4554	0	24.1085	0	24.0373	0	
	PGM1	Phosphoglucomutase-1	8	8	P36871	P36871	8	8	8	61.448	15.3	0.69006587691894	0.699036736761977	22.3274	1	22.1397	1	21.2673	1	21.3145	1	24.9347	0	21.0908	1	
	PLS1	Plastin-1	9	6	Q14651	Q14651	9	6	6	70.253	18.1	1.49863702506816	0.063190239295572	24.7523	0	24.2063	0	24.6312	0	24.1573	0	24.044	0	23.6374	0	
	NCCRP1	F-box only protein 50	2	2	Q6ZVX7	Q6ZVX7	2	2	2	30.847	8	1.83236638273556	0.638222337149368	21.7842	1	26.5671	0	21.6443	1	23.1138	0	22.9662	0	21.2945	1	
	ADH5	Alcohol dehydrogenase class-3	5	5	P11766	P11766	5	5	5	39.724	16.8	0.906524552585121	0.405223851463037	24.1248	0	23.8044	0	23.7466	0	24.1104	0	24.149	0	23.8412	0	
	CTTNBP2NL	CTTNBP2 N-terminal-like protein	7	7	Q9P2B4	Q9P2B4	7	7	7	70.157	11.4	1.31663367266294	0.10678395451857	24.89	0	24.2994	0	24.6364	0	24.0528	0	24.3473	0	24.2351	0	
	RPS14	40S ribosomal protein S14	2	2	P62263	P62263	2	2	2	16.273	15.9	1.33252536928844	0.786346575868497	24.7888	0	24.786	0	21.9537	1	24.5167	0	24.4851	0	21.2842	1	
	ATP2B1	Plasma membrane calcium-transporting ATPase 1	12	6	P20020	P20020	12	12	6	138.75	13.8	0.94598558175524	0.803368871656619	24.4738	0	24.0194	0	24.6369	0	24.8457	0	24.0252	0	24.4995	0	
	A2ML1	Alpha-2-macroglobulin-like protein 1	5	5	A8K2U0	A8K2U0	5	5	5	161.1	4.2	1.27656677092875	0.869956625494006	21.7998	1	26.8483	0	21.9221	1	23.8925	0	20.9284	1	24.6925	0	
	DDX6	Probable ATP-dependent RNA helicase DDX6	7	7	P26196	P26196	7	7	7	54.416	22.6	1.27354682082752	0.818677773926894	22.1871	1	24.3276	0	21.1801	1	21.3326	1	20.9477	1	24.368	0	
	KDM1A	Lysine-specific histone demethylase 1A	7	7	O60341	O60341	7	7	7	92.902	9.6	1.18212287228333	0.417641839556755	24.8816	0	24.3953	0	25.0436	0	24.6504	0	24.1729	0	24.7731	0	
	MTCL1	Microtubule cross-linking factor 1	1	1	Q9Y4B5	Q9Y4B5	1	1	1	209.52	0.5	1.95485418617595	0.162981008192264	21.3733	1	22.0533	1	22.855	0	21.1238	1	21.7706	1	20.4859	1	
	TFAP4	Transcription factor AP-4	6	6	Q01664	Q01664	6	6	6	38.725	14.2	1.32190912335615	0.789694294010017	22.6725	1	23.9139	0	24.5045	0	24.2134	0	20.7197	1	24.9499	0	
	EXOC6	Exocyst complex component 6	9	8	Q8TAG9	Q8TAG9	9	9	8	93.721	13.1	0.875746365064998	0.801437574531893	24.7835	0	24.599	0	22.7807	1	23.8578	0	24.0108	0	24.8689	0	
	SRPK1	SRSF protein kinase 1	7	6	Q96SB4;Q9UPE1	Q96SB4	7;1	7;1	6;0	74.324	14.8	0.727747558796903	0.484634134747056	23.8264	0	24.8532	0	22.8263	1	24.069	0	24.4304	0	24.3821	0	
	SFT2D2	Vesicle transport protein SFT2B	1	1	O95562	O95562	1	1	1	17.779	6.2	1.61407654752381	0.627448376620655	21.2025	1	20.8704	1	24.9228	0	21.9196	1	21.2263	1	21.7775	1	
	IST1	IST1 homolog	2	2	P53990	P53990	2	2	2	39.75	8	0.6876755703851	0.619756371081109	20.7272	1	21.8177	1	22.0369	1	21.2351	1	23.9065	0	21.0609	1	
	SNRPN;SNRPB	Small nuclear ribonucleoprotein-associated protein N;Small nuclear ribonucleoprotein-associated proteins B and B	4	4	P63162;P14678	P63162;P14678	4;4	4;4	4;4	24.614	15	0.926642013460825	0.939839080614674	21.0517	1	24.3568	0	21.1255	1	21.8582	1	21.1179	1	23.8876	0	
	IGKC	Ig kappa chain C region	4	4	P01834;P0DOX7	P01834;P0DOX7	4;3	4;3	4;3	11.765	66.4	1.8297150646849	0.711306864668397	21.4127	1	27.2155	0	20.4406	1	21.1142	1	23.1165	1	22.2234	1	
	SPRR2D;SPRR2B	Small proline-rich protein 2D;Small proline-rich protein 2B	5	2	P22532;P35325	P22532;P35325	5;4	5;4	2;1	7.9053	79.2	1.53480035101125	0.765332224870897	21.745	1	26.5194	0	21.8515	1	25.0026	0	21.6164	1	21.6427	1	
	SMARCA1	Probable global transcription activator SNF2L1	13	8	P28370	P28370	13	8	8	122.6	12.5	0.796500404758854	0.09419329731405	23.8802	0	24.1645	0	24.0531	0	24.6007	0	24.1775	0	24.3042	0	
	APOL2	Apolipoprotein L2	5	5	Q9BQE5	Q9BQE5	5	5	5	37.092	17.2	1.19373201716251	0.450892488109582	24.4196	0	23.7326	0	24.7036	0	24.0005	0	24.2212	0	23.8677	0	
	SAAL1	Protein SAAL1	5	5	Q96ER3	Q96ER3	5	5	5	53.557	13.7	1.17468097780671	0.887373591825109	24.8442	0	24.8398	0	21.6098	1	21.3507	1	24.3833	0	24.863	0	
	EWSR1	RNA-binding protein EWS	2	2	Q01844	Q01844	2	2	2	68.477	5.8	0.87286110090516	0.903339082154921	20.9349	1	22.4594	1	21.8452	1	20.1858	1	20.8213	1	24.8209	0	
	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	4	4	Q9NXH9	Q9NXH9	4	4	4	72.233	6.7	1.4107789941779	0.715535194594922	24.7475	0	24.5008	0	21.7541	1	24.3246	0	21.5592	1	23.6291	0	
	SEC13	Protein SEC13 homolog	4	4	P55735	P55735	4	4	4	35.54	14.6	0.612021822384975	0.521630527763413	21.2833	1	24.0483	0	24.29	0	24.36	0	23.3476	0	24.0391	0	
	KIF2A	Kinesin-like protein KIF2A	4	4	O00139	O00139	4	4	4	79.954	5.2	1.30018687881999	0.129540628555048	24.4662	0	24.3659	0	24.591	0	24.3636	0	23.7336	0	24.1898	0	
	EPB41L5	Band 4.1-like protein 5	7	7	Q9HCM4	Q9HCM4	7	7	7	81.855	16.4	0.668448815715293	0.103421301779381	23.7465	0	24.1611	0	23.348	0	24.1206	0	24.6128	0	24.2655	0	
	CMAS	N-acylneuraminate cytidylyltransferase	2	2	Q8NFW8	Q8NFW8	2	2	2	48.379	5.1	0.796895800746013	0.779875002445029	21.3	1	24.729	0	24.3369	0	23.6794	0	24.1012	0	23.568	0	
	ACTB	Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	18	1	P60709;Q562R1	P60709	18;4	1;0	1;0	41.736	52.8	1.55065957694002	0.665662359409951	20.0208	1	24.4467	0	21.6111	1	21.865	1	21.7469	1	20.568	1	61;326;328
	FBXO30	F-box only protein 30	3	3	Q8TB52	Q8TB52	3	3	3	82.303	4.4	0.845360143605113	0.701109739214769	21.1258	1	21.8932	1	22.0718	1	22.7803	1	22.0212	0	21.0164	1	
	GRB2	Growth factor receptor-bound protein 2	5	5	P62993	P62993	5	5	5	25.206	18.9	1.14518604883079	0.89951995044117	21.2045	1	24.2351	0	24.4838	0	24.0882	0	24.1401	0	21.1083	1	
	RPL35	60S ribosomal protein L35	1	1	P42766	P42766	1	1	1	14.551	8.1	1.64804770053209	0.504260557931383	21.7232	1	22.6252	1	24.8811	0	22.624	1	22.6706	1	21.7726	1	
	IGBP1	Immunoglobulin-binding protein 1	7	7	P78318	P78318	7	7	7	39.221	26.8	0.546942471284445	0.429649192600198	24.4934	0	22.0546	1	22.1336	1	24.9131	0	23.3924	0	22.9877	0	
	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	5	5	Q9BYG3	Q9BYG3	5	5	5	34.222	27.6	0.595514689313378	0.42167417120204	21.4219	1	23.7288	0	24.0207	0	23.5742	0	23.7456	0	24.0951	0	
	HAUS4	HAUS augmin-like complex subunit 4	3	3	Q9H6D7	Q9H6D7	3	3	3	42.399	8.8	0.683367716962595	0.653082429982821	21.7504	1	22.5954	1	24.1622	0	24.2935	0	24.2474	0	21.6149	1	
